#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
4693;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_RTS);DOWN;;;"";;;COM7;;
4694;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_RTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4695;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4696;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4697;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM7;;
4698;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM7;;
4699;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4700;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM7;;
4701;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 40 00 00 00 00 10 00 00 00 10 00 00 ;"....@...........";16;;COM7;;
4702;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM7;;
4703;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM7;;
4704;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;20 a1 07 00 ;" ¡..";4;;COM7;;
4705;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM7;;
4706;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM7;;
4707;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM7;;
4708;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4709;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM7;;
4710;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 40 00 00 00 00 10 00 00 00 10 00 00 ;"....@...........";16;;COM7;;
4711;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;20 a1 07 00 ;" ¡..";4;;COM7;;
4712;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM7;;
4713;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_RTS);DOWN;;;"";;;COM7;;
4714;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_RTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4715;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4716;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4717;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM7;;
4718;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM7;;
4719;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4720;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM7;;
4721;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 40 00 00 00 00 10 00 00 00 10 00 00 ;"....@...........";16;;COM7;;
4722;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM7;;
4723;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4724;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4725;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM7;;
4726;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;20 a1 07 00 ;" ¡..";4;;COM7;;
4727;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM7;;
4728;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM7;;
4729;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM7;;
4730;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4731;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM7;;
4732;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 40 00 00 00 00 10 00 00 00 10 00 00 ;"....@...........";16;;COM7;;
4733;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;20 a1 07 00 ;" ¡..";4;;COM7;;
4734;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM7;;
4735;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM7;;
4736;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4737;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4738;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4739;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM7;;
4740;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM7;;
4741;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4742;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM7;;
4743;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 00 10 00 00 00 10 00 00 ;"................";16;;COM7;;
4744;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM7;;
4745;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM7;;
4746;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4747;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_TIMEOUTS);DOWN;;ff ff ff ff ff ff ff ff fe ff ff ff 00 00 00 00 00 00 00 00 ;"ÿÿÿÿÿÿÿÿþÿÿÿ........";20;;COM7;;
4748;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_TIMEOUTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4749;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);DOWN;;fb 01 00 00 ;"û...";4;;COM7;;
4750;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);UP;STATUS_SUCCESS;;"";;;COM7;;
4751;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_QUEUE_SIZE);DOWN;;00 10 00 00 00 08 00 00 ;"........";8;;COM7;;
4752;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_QUEUE_SIZE);UP;STATUS_SUCCESS;;"";;;COM7;;
4753;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM7;;
4754;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM7;;
4755;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM7;;
4756;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 7e 00 00 00 00 00 00 00 00 00 00 00 ;"........~...........";20;;COM7;;
4757;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM7;;
4758;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM7;;
4759;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 7e 00 00 00 00 00 00 00 00 00 00 00 ;"........~...........";20;;COM7;;
4760;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);DOWN;;00 00 00 00 ;"....";4;;COM7;;
4761;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;00 00 00 00 ;"....";4;;COM7;;
4762;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);UP;STATUS_SUCCESS;;"";;;COM7;;
4763;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4764;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4765;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);DOWN;;0a 00 00 00 ;"....";4;;COM7;;
4766;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);UP;STATUS_SUCCESS;;"";;;COM7;;
4767;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);DOWN;;05 00 00 00 ;"....";4;;COM7;;
4768;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);UP;STATUS_SUCCESS;;"";;;COM7;;
4769;23/02/2026 10:32:57;IRP_MJ_CLOSE;DOWN;;;"";;;COM7;;
4770;23/02/2026 10:32:57;IRP_MJ_CLOSE;UP;STATUS_SUCCESS;;"";;;COM7;;
4771;23/02/2026 10:32:57;IRP_MJ_CREATE;DOWN;;;"C:\Program Files (x86)\Beelight\Beelight V3.0\Beelight.exe";;;COM7;;
4772;23/02/2026 10:32:57;IRP_MJ_CREATE;UP;STATUS_SUCCESS;;"C:\Program Files (x86)\Beelight\Beelight V3.0\Beelight.exe";;;COM7;;
4773;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_PROPERTIES);DOWN;;;"";;;COM7;;
4774;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_PROPERTIES);UP;STATUS_SUCCESS;40 00 02 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 06 00 00 00 cd 00 00 00 7f 00 00 00 70 6b 06 00 0c 00 01 1f 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"@...........................Í......pk...........@..............";64;;COM7;;
4775;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_MODEMSTATUS);DOWN;;;"";;;COM7;;
4776;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_MODEMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 ;"....";4;;COM7;;
4777;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM7;;
4778;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;20 a1 07 00 ;" ¡..";4;;COM7;;
4779;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM7;;
4780;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM7;;
4781;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM7;;
4782;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4783;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM7;;
4784;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 10 00 00 00 10 00 00 ;"................";16;;COM7;;
4785;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM7;;
4786;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;20 a1 07 00 ;" ¡..";4;;COM7;;
4787;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM7;;
4788;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM7;;
4789;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM7;;
4790;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4791;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM7;;
4792;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 10 00 00 00 10 00 00 ;"................";16;;COM7;;
4793;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;20 a1 07 00 ;" ¡..";4;;COM7;;
4794;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM7;;
4795;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM7;;
4796;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4797;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4798;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4799;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM7;;
4800;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM7;;
4801;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4802;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM7;;
4803;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 00 10 00 00 00 10 00 00 ;"................";16;;COM7;;
4804;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM7;;
4805;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM7;;
4806;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;20 a1 07 00 ;" ¡..";4;;COM7;;
4807;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM7;;
4808;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM7;;
4809;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM7;;
4810;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4811;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM7;;
4812;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 10 00 00 00 10 00 00 ;"................";16;;COM7;;
4813;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;20 a1 07 00 ;" ¡..";4;;COM7;;
4814;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM7;;
4815;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM7;;
4816;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM7;;
4817;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM7;;
4818;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM7;;
4819;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM7;;
4820;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM7;;
4821;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM7;;
4822;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM7;;
4823;23/02/2026 10:32:57;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 00 10 00 00 00 10 00 00 ;"................";16;;COM7;;
